Genotype,Metric,Cohen_d,Direction,MW_pval,MW_significant,Perm_pval,Perm_significant,pval_difference,Agreement
MBON-08-GaL4  MBON-09-GaL4 ,significant_ratio,-0.1047582054207639,-1,0.9294130727905447,False,0.7898210178982101,False,0.13959205489233462,AGREE
854 (OK107-Gal4),significant_ratio,0.6399591467747962,1,0.0406559449300592,False,0.0710928907109289,False,0.030436945780869702,AGREE
41731 (IR8a-GAL4),significant_ratio,0.3084642549924363,1,0.1716366320641735,False,0.5181481851814819,False,0.34651155311730836,AGREE
9943 (GR63a-GAL4),significant_ratio,0.2346078115543684,1,0.145435725136252,False,0.4855514448555144,False,0.34011571971926235,AGREE
75823 (LH2446),significant_ratio,0.6898702901216203,1,0.0540974334036819,False,0.04999500049995,False,0.004102432903731898,AGREE
86685 (LH272),significant_ratio,0.7260146513406582,1,0.0282410065279706,False,0.0316968303169683,False,0.0034558237889977007,AGREE
LC16-1,significant_ratio,0.7533296422065303,1,0.0379001961055114,False,0.0334966503349665,False,0.0044035457705449005,AGREE
86720 (LH18),significant_ratio,0.0556254450245082,1,0.6674604740904491,False,0.8749125087491251,False,0.207452034658676,AGREE
SS32219-Gal4 (LAL-2),significant_ratio,0.091058509685016,1,0.769269331038216,False,0.7972202779722027,False,0.027950946933986698,AGREE
DDC-gal4,significant_ratio,0.5776612552193401,1,0.1427495785439452,False,0.1087891210878912,False,0.03396045745605401,AGREE
MB434B,significant_ratio,0.7405895792349203,1,0.0397850189669486,False,0.0346965303469653,False,0.005088488619983303,AGREE
MB418B ,significant_ratio,1.6918334137459825,1,0.0001599852325776,True,9.999000099990002e-05,True,5.999523157769998e-05,AGREE
SS32230-Gal4 (LAL-1),significant_ratio,-0.1192157215104345,-1,0.4979058251710995,False,0.7291270872912708,False,0.23122126212017136,AGREE
LC22,significant_ratio,-0.7867578347322407,-1,0.0312667649271357,False,0.0342965703429657,False,0.003029805415830006,AGREE
75945 (LH1543),significant_ratio,0.5561209236321728,1,0.1241634103586667,False,0.1148885111488851,False,0.009274899209781598,AGREE
MB296B (PPL1-03),significant_ratio,0.3065249933221224,1,0.3055234428107686,False,0.3655634436556344,False,0.060040000844865826,AGREE
50742 (MB247-GAL4),significant_ratio,-0.4805132406934244,-1,0.2516789257046504,False,0.2262773722627737,False,0.025401553441876695,AGREE
86707 (LH578),significant_ratio,-0.1166353488998896,-1,0.5630511343852134,False,0.7435256474352565,False,0.18047451305004314,AGREE
MB310C,significant_ratio,0.4097403615278639,1,0.2217904445889418,False,0.2385761423857614,False,0.016785697796819626,AGREE
KC-α/βc-GaL4,time_chamber_beginning,0.2993430859430595,1,0.3891894127842222,False,0.3847615238476152,False,0.004427888936607005,AGREE
72D07-GAL4,time_chamber_beginning,-0.7918382925914125,-1,0.0237693593167926,False,0.0297970202979702,False,0.006027660981177602,AGREE
KC-γmain-GaL4,time_chamber_beginning,0.4922988049212843,1,0.1578955514932796,False,0.1607839216078392,False,0.0028883701145595853,AGREE
LC10-2,time_chamber_beginning,-0.2864468510719605,-1,0.4379760012151102,False,0.396960303969603,False,0.04101569724550719,AGREE
51983 (Mip-GAL4 1M),time_chamber_beginning,-0.7649513885598438,-1,0.0361263823686247,False,0.0511948805119488,False,0.015068498143324102,AGREE
MB504B (All PPL1),time_chamber_beginning,0.670659974821011,1,0.0190936200276894,False,0.078992100789921,False,0.0598984807622316,AGREE
MB312B (PAM-07),time_chamber_beginning,1.0433219803567892,1,0.0042522916615381,True,0.0044995500449955,True,0.0002472583834573997,AGREE
MB304B (PPL1-04),time_chamber_beginning,0.0809265730722163,1,0.8362744674315843,False,0.8176182381761824,False,0.01865622925540189,AGREE
86615 (LH2201),time_chamber_beginning,0.5900910714645491,1,0.0817723025935906,False,0.1355864413558644,False,0.0538141387622738,AGREE
9998 (OR67d-GAL4),time_chamber_beginning,0.0334116766291613,1,0.4863699688018882,False,0.918108189181082,False,0.43173822037919374,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,time_chamber_beginning,-0.456630096468419,-1,0.2779755890432681,False,0.2378762123787621,False,0.04009937666450597,AGREE
854 (OK107-Gal4),time_chamber_beginning,-0.8247983770950494,-1,0.0139376474272329,True,0.0191980801919808,True,0.005260432764747899,AGREE
41731 (IR8a-GAL4),time_chamber_beginning,-0.683745525105159,-1,0.0769265059882908,False,0.1616838316168383,False,0.0847573256285475,AGREE
9943 (GR63a-GAL4),time_chamber_beginning,-0.7011589630786718,-1,0.0353813352666331,False,0.045995400459954,False,0.0106140651933209,AGREE
75823 (LH2446),time_chamber_beginning,-0.7757786365742789,-1,0.021799586989537,True,0.0300969903009699,False,0.008297403311432899,"DISAGREE: MW-yes, Perm-no"
86685 (LH272),time_chamber_beginning,-0.4483745021847075,-1,0.2737859660121355,False,0.160983901609839,False,0.11280206440229651,AGREE
LC16-1,time_chamber_beginning,-0.5247118093998625,-1,0.1331684615309528,False,0.1340865913408659,False,0.0009181298099130986,AGREE
86720 (LH18),time_chamber_beginning,0.1151365326659345,1,0.4779486596694533,False,0.7390260973902609,False,0.2610774377208076,AGREE
SS32219-Gal4 (LAL-2),time_chamber_beginning,0.044081553940271,1,1.0,False,0.8959104089591041,False,0.10408959104089588,AGREE
DDC-gal4,time_chamber_beginning,-1.1757982787441663,-1,0.0012126863812371,True,0.0034996500349965,True,0.0022869636537594003,AGREE
MB434B,time_chamber_beginning,0.2645409982791892,1,0.4986592580498818,False,0.4368563143685631,False,0.06180294368131872,AGREE
MB418B ,time_chamber_beginning,-0.8077294381128157,-1,0.03326938587383,False,0.0246975302469753,True,0.0085718556268547,"DISAGREE: MW-no, Perm-yes"
SS32230-Gal4 (LAL-1),time_chamber_beginning,0.2861491881747033,1,0.3640709652228873,False,0.4041595840415958,False,0.04008861881870851,AGREE
LC22,time_chamber_beginning,0.5789706397671678,1,0.1408192470350764,False,0.114988501149885,False,0.025830745885191395,AGREE
75945 (LH1543),time_chamber_beginning,-0.0250869784962557,-1,0.9342393414808572,False,0.9397060293970604,False,0.0054666879162031945,AGREE
MB296B (PPL1-03),time_chamber_beginning,0.2458786149613699,1,0.5414703924391078,False,0.4648535146485351,False,0.07661687779057269,AGREE
50742 (MB247-GAL4),time_chamber_beginning,-0.5078740321544727,-1,0.0835505652672125,False,0.1895810418958104,False,0.10603047662859791,AGREE
86707 (LH578),time_chamber_beginning,-0.0849440486228917,-1,0.8301322406402155,False,0.7962203779622038,False,0.03391186267801172,AGREE
MB310C,time_chamber_beginning,-0.254537220474971,-1,0.7042548776756523,False,0.4485551444855514,False,0.2556997331901009,AGREE
KC-α/βc-GaL4,velocity_during_interactions,-0.0430695986233254,-1,0.9450795155118642,False,0.9052094790520948,False,0.03987003645976939,AGREE
72D07-GAL4,velocity_during_interactions,-2.2102515712965194,-1,9.031003857028136e-06,True,9.999000099990002e-05,True,9.095899714287189e-05,AGREE
KC-γmain-GaL4,velocity_during_interactions,0.5138273951230264,1,0.1054804012114599,False,0.142985701429857,False,0.0375053002183971,AGREE
LC10-2,velocity_during_interactions,-0.0618988407560787,-1,0.9868335403179408,False,0.8560143985601439,False,0.13081914175779685,AGREE
51983 (Mip-GAL4 1M),velocity_during_interactions,0.1686828656317215,1,0.7189715050635516,False,0.6566343365663434,False,0.06233716849720816,AGREE
MB504B (All PPL1),velocity_during_interactions,0.0534994653228874,1,0.6155120588680048,False,0.8814118588141185,False,0.2658997999461138,AGREE
MB312B (PAM-07),velocity_during_interactions,-0.0871855353329876,-1,0.8904189322440568,False,0.7989201079892011,False,0.09149882425485567,AGREE
MB304B (PPL1-04),velocity_during_interactions,0.1207125703958799,1,0.9450795155118642,False,0.795920407959204,False,0.14915910755266015,AGREE
86615 (LH2201),velocity_during_interactions,-0.6051026352786989,-1,0.1581822902951595,False,0.130986901309869,False,0.027195388985290503,AGREE
9998 (OR67d-GAL4),velocity_during_interactions,1.0218765390233668,1,0.005633616187076,True,0.0040995900409959,True,0.0015340261460800994,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,velocity_during_interactions,-0.7404975763419069,-1,0.0598452989566411,False,0.0561943805619438,False,0.0036509183946972987,AGREE
854 (OK107-Gal4),velocity_during_interactions,-1.1172034497867094,-1,0.002817803303999,True,0.0014998500149985,True,0.0013179532890005,AGREE
41731 (IR8a-GAL4),velocity_during_interactions,-0.2893500980941682,-1,0.5805224523759993,False,0.5372462753724627,False,0.04327617700353659,AGREE
9943 (GR63a-GAL4),velocity_during_interactions,-1.1054929766569714,-1,0.0037924081298126,True,0.0027997200279972,True,0.0009926881018154001,AGREE
75823 (LH2446),velocity_during_interactions,-0.509465103910569,-1,0.1094348439312314,False,0.1433856614338566,False,0.033950817502625186,AGREE
86685 (LH272),velocity_during_interactions,-1.1815877709166764,-1,0.0009312414063098,True,0.0004999500049995,True,0.0004312914013103,AGREE
LC16-1,velocity_during_interactions,0.5349115585696078,1,0.2158330950683832,False,0.1216878312168783,False,0.09414526385150489,AGREE
86720 (LH18),velocity_during_interactions,0.4018491242120243,1,0.1169433144977557,False,0.2478752124787521,False,0.13093189798099641,AGREE
SS32219-Gal4 (LAL-2),velocity_during_interactions,0.0661307355621395,1,0.6793704322713003,False,0.8484151584841516,False,0.16904472621285127,AGREE
DDC-gal4,velocity_during_interactions,1.1075425209439491,1,0.0108053094385682,True,0.0017998200179982,True,0.00900548942057,AGREE
MB434B,velocity_during_interactions,-0.2620310049025277,-1,0.5414703924391078,False,0.4563543645635436,False,0.08511602787556416,AGREE
MB418B ,velocity_during_interactions,-1.7899359056041364,-1,1.6537759077621998e-05,True,9.999000099990002e-05,True,8.345224192227801e-05,AGREE
SS32230-Gal4 (LAL-1),velocity_during_interactions,0.2108886082959144,1,0.6322436309019092,False,0.5386461353864613,False,0.09359749551544783,AGREE
LC22,velocity_during_interactions,0.180948703867827,1,0.326182923185952,False,0.6331366863313669,False,0.3069537631454149,AGREE
75945 (LH1543),velocity_during_interactions,-0.8632946883725542,-1,0.0258917219753985,False,0.00999900009999,False,0.0158927218754085,AGREE
MB296B (PPL1-03),velocity_during_interactions,-1.4544218134309668,-1,0.0002331897187039,True,9.999000099990002e-05,True,0.000133199717704,AGREE
50742 (MB247-GAL4),velocity_during_interactions,3.0101335562201106,1,9.544396519685391e-06,True,9.999000099990002e-05,True,9.044560448021463e-05,AGREE
86707 (LH578),velocity_during_interactions,-0.2317760748703048,-1,0.7289281824361975,False,0.5166483351664833,False,0.21227984726971416,AGREE
MB310C,velocity_during_interactions,-0.2550609944571963,-1,0.6799279308955285,False,0.4686531346865313,False,0.2112747962089972,AGREE
KC-α/βc-GaL4,velocity_trend,1.52277266066215,1,0.0002985316233398,True,9.999000099990002e-05,True,0.0001985416223399,AGREE
72D07-GAL4,velocity_trend,-2.1653580917535926,-1,2.561142726078457e-06,True,9.999000099990002e-05,True,9.742885827382156e-05,AGREE
KC-γmain-GaL4,velocity_trend,1.2105308697119077,1,0.0030550511519627,True,0.0011998800119988,True,0.0018551711399639,AGREE
LC10-2,velocity_trend,0.8182899377767953,1,0.0258917219753985,False,0.0186981301869813,False,0.007193591788417202,AGREE
51983 (Mip-GAL4 1M),velocity_trend,-0.971736381629712,-1,0.0443428515142615,False,0.0146985301469853,True,0.029644321367276197,"DISAGREE: MW-no, Perm-yes"
MB504B (All PPL1),velocity_trend,1.1833476107108911,1,0.0057410552617145,True,0.0040995900409959,True,0.0016414652207185996,AGREE
MB312B (PAM-07),velocity_trend,1.0600580691552832,1,0.0058605628968559,True,0.0037996200379962,True,0.0020609428588597,AGREE
MB304B (PPL1-04),velocity_trend,0.9560083999355976,1,0.0131406591799667,False,0.0090990900909909,False,0.004041569088975801,AGREE
86615 (LH2201),velocity_trend,1.4729144925111597,1,0.0022309879809891,True,0.0008999100089991,True,0.0013310779719900002,AGREE
9998 (OR67d-GAL4),velocity_trend,0.4365274532376011,1,0.2613651759061663,False,0.2032796720327967,False,0.05808550387336961,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,velocity_trend,0.5984251651460998,1,0.1379668575081644,False,0.1241875812418758,False,0.013779276266288595,AGREE
854 (OK107-Gal4),velocity_trend,-0.7709825851732879,-1,0.0058528980912775,True,0.0318968103189681,False,0.026043912227690598,"DISAGREE: MW-yes, Perm-no"
41731 (IR8a-GAL4),velocity_trend,-0.8138604423163721,-1,0.1035543403964456,False,0.1063893610638936,False,0.002835020667448007,AGREE
9943 (GR63a-GAL4),velocity_trend,-0.7540051957280536,-1,0.0278862647424674,False,0.0277972202779722,False,8.904446449520265e-05,AGREE
75823 (LH2446),velocity_trend,-0.6736249042136325,-1,0.0281760060673252,False,0.0550944905509449,False,0.026918484483619696,AGREE
86685 (LH272),velocity_trend,-0.4633103255324661,-1,0.1984769534047992,False,0.1541845815418458,False,0.0442923718629534,AGREE
LC16-1,velocity_trend,0.6497009101985485,1,0.0258917219753985,False,0.0658934106589341,False,0.0400016886835356,AGREE
86720 (LH18),velocity_trend,1.6745564060218174,1,6.976299433944734e-05,True,0.0001999800019998,True,0.00013021700766035268,AGREE
SS32219-Gal4 (LAL-2),velocity_trend,1.4586524801108631,1,0.0009444269168577,True,0.0002999700029997,True,0.000644456913858,AGREE
DDC-gal4,velocity_trend,-1.8010595678688506,-1,0.0001178694090993,True,9.999000099990002e-05,True,1.7879408099399986e-05,AGREE
MB434B,velocity_trend,0.8910340256114008,1,0.016717775335739,False,0.0123987601239876,False,0.0043190152117514,AGREE
MB418B ,velocity_trend,-1.3564418699466456,-1,0.0002331897187039,True,9.999000099990002e-05,True,0.000133199717704,AGREE
SS32230-Gal4 (LAL-1),velocity_trend,1.1068628126340796,1,0.0025281641284091,True,0.0024997500249975,False,2.8414103411600073e-05,"DISAGREE: MW-yes, Perm-no"
LC22,velocity_trend,1.146850258555324,1,0.0046228067424399,False,0.0031996800319968,True,0.0014231267104430996,"DISAGREE: MW-no, Perm-yes"
75945 (LH1543),velocity_trend,0.2181446696149927,1,0.5635436160789709,False,0.5256474352564744,False,0.03789618082249646,AGREE
MB296B (PPL1-03),velocity_trend,-0.1874073053504818,-1,0.5860416230076372,False,0.5847415258474152,False,0.0013000971602219469,AGREE
50742 (MB247-GAL4),velocity_trend,-1.2229327664835312,-1,0.005705915288936,True,0.001999800019998,True,0.0037061152689379998,AGREE
86707 (LH578),velocity_trend,1.5474771619865604,1,0.0003422376159666,True,9.999000099990002e-05,True,0.00024224761496669997,AGREE
MB310C,velocity_trend,1.179246355538156,1,0.0020289622257754,True,0.0016998300169983,True,0.0003291322087771002,AGREE
